,Supporter ID,Amount,Campaign Date,Campaign ID,days_since_last_donation,gender,region
4741,207551571,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),95.0,F,South East
16341,207950868,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,479.0,M,North West
16339,207950663,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,nan,nan
23780,208215914,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Yorkshire and Humber
24063,208223182,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Scotland
15920,207933453,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,122.0,nan,Scotland
12071,207798013,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South East
3818,207521750,20.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),22.0,F,London
14155,207871266,121.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,482.0,nan,Yorkshire and Humber
11625,207787089,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Yorkshire and Humber
23070,208192115,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),66.0,F,South East
5429,207575351,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),9.0,F,London
11619,207787027,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Wales
4244,207538145,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),425.0,M,West Midlands
12725,207816801,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),232.0,nan,South West
10143,207734126,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,123.0,nan,London
29640,208701046,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,North
6826,207624157,42.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,83.0,nan,nan
6715,207621228,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,47.0,nan,South West
10141,207734078,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),37.0,F,West Midlands
15926,207933696,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Wales
11915,207794740,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,260.0,nan,London
29410,208468536,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,nan,East Midlands
4571,207547943,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,423.0,M,North West
12426,207809918,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),272.0,nan,Yorkshire and Humber
29962,209390236,20.0,2022-01-31,210405 - GEN - Donate National,,M,Eastern
4051,207531136,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,300.0,M,South West
23340,208202014,20.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,London
14248,207873734,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),60.0,M,East Midlands
14450,207878262,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,219.0,F,South East
11938,207795045,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),47.0,M,nan
6708,207621131,250.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,13.0,nan,Yorkshire and Humber
30004,209483079,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),319.0,F,South East
10221,207736109,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,South East
24496,208242339,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Yorkshire and Humber
24495,208242329,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,North West
134,207385019,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),240.0,nan,Yorkshire and Humber
29079,208401516,42.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,10.0,M,Eastern
29430,208483061,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,London
4834,207553496,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,29.0,F,West Midlands
24493,208242281,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South West
28370,208366473,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,North West
14886,207895893,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,46.0,M,London
766,207409736,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,222.0,M,Eastern
5648,207583452,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,334.0,M,West Midlands
5401,207573886,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,50.0,F,London
3777,207520282,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),192.0,nan,South West
10222,207736112,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,293.0,nan,South East
10218,207736085,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,47.0,M,West Midlands
11591,207786308,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,54.0,nan,North West
4600,207548746,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),197.0,M,London
12052,207797275,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,481.0,M,South West
16364,207952198,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South East
11586,207786217,100.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,London
23305,208201157,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Wales
28364,208366168,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),73.0,F,North
11588,207786263,100.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),156.0,M,North West
3772,207520160,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,355.0,M,North West
15708,207926404,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,F,South East
133,207384950,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),83.0,M,South East
12741,207817237,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),82.0,nan,London
14461,207879056,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),68.0,M,South East
28651,208376597,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,North West
12058,207797396,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,304.0,nan,North West
3771,207520091,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),203.0,M,London
23312,208201292,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Eastern
4599,207548693,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,115.0,M,North
23321,208201505,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,nan
16055,207938447,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),224.0,M,West Midlands
23322,208201571,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),613.0,nan,North West
12405,207809211,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,16.0,M,London
22933,208188323,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Eastern
4069,207532133,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),498.0,nan,South West
28377,208366678,3.0,2022-01-31,210405 - GEN - Donate National,,M,East Midlands
16356,207951921,100.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),691.0,M,South East
14454,207878880,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,South East
29991,209411025,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),197.0,F,North West
9898,207729740,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),51.0,nan,South East
6709,207621142,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,206.0,nan,Eastern
15713,207926451,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),73.0,nan,London
4587,207548426,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),270.0,F,South East
24039,208222471,42.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,56.0,M,Scotland
29093,208402297,20.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,London
24472,208241382,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),272.0,nan,North
14452,207878555,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),270.0,M,Eastern
12408,207809300,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,South West
23080,208192398,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),96.0,nan,Yorkshire and Humber
28764,208385030,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Scotland
15599,207922558,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,48.0,nan,London
324,207393152,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,61.0,M,North
14571,207884250,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,304.0,M,Wales
14147,207871003,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,277.0,M,London
4071,207532165,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),356.0,M,South West
69,207383241,50.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,53.0,M,North West
22717,208182754,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,South West
24481,208241845,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,South East
15933,207933894,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,82.0,F,North West
11934,207794912,100.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,185.0,nan,London
6786,207622891,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,29.0,F,East Midlands
14455,207878931,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,Eastern
24479,208241785,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Scotland
14148,207871018,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),73.0,M,nan
23084,208192493,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,nan
23811,208217172,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,F,South West
28375,208366612,1.5,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Wales
578,207402693,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),476.0,M,Yorkshire and Humber
22932,208188291,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,West Midlands
24436,208239471,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,North West
131,207384870,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),48.0,M,North
29126,208403758,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,495.0,nan,Yorkshire and Humber
15743,207927958,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South West
7339,207642050,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),172.0,F,London
348,207393730,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,303.0,M,Yorkshire and Humber
6748,207622170,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,220.0,M,London
23444,208205505,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South East
3859,207523016,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,244.0,M,South West
5476,207577275,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,287.0,M,West Midlands
28444,208369197,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),47.0,M,South West
29908,209368234,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,123.0,nan,Scotland
15781,207929271,50.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,272.0,M,London
4511,207545949,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,178.0,nan,London
10265,207737893,36.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,123.0,nan,London
11682,207788878,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,North West
4825,207553461,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,27.0,M,North West
12466,207810800,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,123.0,nan,London
722,207408330,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,17.0,M,East Midlands
15785,207929385,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),271.0,M,South West
12628,207814744,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,7.0,M,nan
29179,208405115,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,East Midlands
24378,208236514,42.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,96.0,F,London
6928,207626691,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,496.0,M,London
23759,208214627,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,nan
12082,207798263,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),272.0,F,nan
15779,207929140,25.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,95.0,M,Yorkshire and Humber
598,207403239,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),87.0,nan,London
11669,207788341,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),132.0,nan,London
24388,208237136,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,Wales
23047,208191770,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Scotland
452,207398282,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,306.0,M,North
3855,207522952,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),23.0,nan,London
11899,207794159,20.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),35.0,F,Eastern
4035,207530473,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),262.0,nan,nan
15780,207929215,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South East
24090,208224014,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,East Midlands
4524,207546265,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,280.0,M,Eastern
14166,207871753,50.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,East Midlands
23440,208205433,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),224.0,nan,Eastern
28439,208368939,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,South West
15774,207928918,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,149.0,M,East Midlands
3867,207523220,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,South West
4764,207552115,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),27.0,M,North West
14336,207875290,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),96.0,F,South East
28457,208369730,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,London
4954,207557913,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,London
11694,207789406,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Scotland
29186,208405470,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,178.0,M,Yorkshire and Humber
29892,209366210,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,North West
15574,207921898,20.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,62.0,nan,London
614,207403746,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,279.0,nan,Scotland
144,207385684,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),55.0,nan,South East
10111,207733703,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),325.0,nan,West Midlands
12475,207810870,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Eastern
29890,209366089,1.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,X,Eastern
28461,208369971,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,North West
10110,207733677,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,West Midlands
32,203645546,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),7.0,M,South East
3881,207523780,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,7.0,F,West Midlands
29388,208460458,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,London
23750,208214196,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Eastern
12471,207810802,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),38.0,F,South East
714,207407963,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),93.0,F,West Midlands
23038,208191622,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),593.0,nan,Eastern
10267,207738005,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,East Midlands
29898,209366938,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,177.0,nan,Eastern
4500,207545663,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,16.0,M,West Midlands
6747,207622163,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),40.0,M,London
12467,207810801,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,326.0,M,North West
28451,208369452,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,M,Eastern
29894,209366820,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,274.0,nan,London
4892,207555249,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),21.0,M,London
23458,208205930,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,333.0,nan,West Midlands
6723,207621486,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,29.0,F,London
23747,208213990,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Eastern
6822,207624099,1500.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,613.0,M,London
4497,207545591,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),70.0,M,Eastern
23461,208206044,20.0,2022-01-31,210405 - GEN - Donate National,,M,East Midlands
3869,207523233,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),32.0,M,West Midlands
16290,207948593,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,F,North West
3853,207522944,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),384.0,F,nan
14848,207893478,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),54.0,M,Wales
4270,207538836,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),24.0,nan,Yorkshire and Humber
15749,207928116,65.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,South West
24416,208238738,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,606.0,F,East Midlands
28413,208368038,20.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,London
4976,207558968,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,South West
9788,207727418,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,nan
10134,207733957,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,nan,London
14863,207894041,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,334.0,nan,South West
16328,207950398,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,London
5405,207574219,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,168.0,nan,North West
9789,207727525,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,North
15750,207928163,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,London
24411,208238493,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,London
15594,207922497,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),52.0,M,South East
22739,208183219,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,nan,North
29935,209371762,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South East
60,207382653,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),38.0,F,Yorkshire and Humber
22939,208188485,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,London
16092,207939809,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,North West
14603,207885901,42.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,273.0,F,Scotland
5477,207577279,60.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),371.0,M,Scotland
15744,207928033,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),326.0,M,London
23392,208203769,50.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,216.0,nan,East Midlands
